,predictGap,pos,timeFrag,traffic1_1,traffic1_2,traffic1_3,traffic1_4,traffic2_1,traffic2_2,traffic2_3,traffic2_4,traffic3_1,traffic3_2,traffic3_3,traffic3_4,w1_weatherLevel,w1_temperature,w1_pm2.5,w2_weatherLevel,w2_temperature,w2_pm2.5,w3_weatherLevel,w3_temperature,w3_pm2.5,requestNum1,requestNum2,requestNum3,responseNum1,responseNum2,responseNum3,gap1,gap2,gap3,meanPrice1,meanPrice2,meanPrice3,totalPrice1,totalPrice2,totalPrice3,facility19#3,facility20,facility19,facility20#8,facility11#8,facility13#4,facility24#1,facility11#4,date2week,isHoliday,time_fragment,isRushHour,transOrders1,transOrders2,transOrders3,isWeek,isWeatherDecrease,sameZoneRate,before3DestOrders
81,3,10,2016-01-01-46,110,17,5,1,115,16,15,6,113,4,1,3,1,2.0,181,1,2.0,181,1,2.0,181,1,3,1,0,2,1,1,1,0,28.0,20.3,44.0,28.0,60.9,44.0,166,415,1660,1660,3071,332,830,664,5,1,43,1,1,3,1,1,0,0.814814814815,7
82,1,10,2016-01-01-58,198,10,7,4,170,21,6,4,172,15,5,4,8,3.0,178,8,3.0,178,8,3.0,178,6,2,8,2,1,6,4,1,2,24.0166666667,28.6,14.675,144.1,57.2,117.4,166,415,1660,1660,3071,332,830,664,5,1,55,1,6,2,8,1,0,0.819444444444,17
83,3,10,2016-01-01-70,160,24,3,1,178,23,3,4,172,31,9,5,2,7.0,205,2,6.0,205,2,6.0,205,13,10,7,4,4,3,9,6,4,19.3307692308,31.4,27.6714285714,251.3,314.0,193.7,166,415,1660,1660,3071,332,830,664,5,1,67,0,13,10,7,1,0,0.812949640288,26
84,6,10,2016-01-01-82,181,14,4,10,170,19,8,0,183,3,3,4,2,10.0,232,2,10.0,232,2,10.0,232,15,10,9,7,3,4,8,7,5,18.9,33.51,21.7,283.5,335.1,195.3,166,415,1660,1660,3071,332,830,664,5,1,79,0,15,10,9,1,0,0.817073170732,21
85,6,10,2016-01-01-94,183,18,3,1,178,17,5,3,182,13,5,0,2,12.0,189,2,12.0,189,9,12.0,189,16,13,7,2,3,4,14,10,3,28.85,19.5538461538,15.5714285714,461.6,254.2,109.0,166,415,1660,1660,3071,332,830,664,5,1,91,0,13,12,7,1,0,0.828571428571,13
86,8,10,2016-01-01-106,185,14,6,8,176,5,9,2,182,22,6,2,2,10.0,154,2,11.0,154,2,11.0,154,9,13,16,4,3,5,5,10,11,18.6444444444,28.5923076923,17.4125,167.8,371.7,278.6,166,415,1660,1660,3071,332,830,664,5,1,103,1,9,13,16,1,0,0.824561403509,10
87,0,10,2016-01-01-118,162,6,1,1,178,7,0,1,146,6,1,6,2,9.0,153,2,9.0,153,2,9.0,153,3,4,5,3,3,4,0,1,1,8.0,13.875,27.74,24.0,55.5,138.7,166,415,1660,1660,3071,332,830,664,5,1,115,0,2,4,5,1,0,0.928571428571,9
88,0,10,2016-01-01-130,199,17,0,6,209,7,3,0,178,13,4,0,2,8.0,133,2,8.0,133,3,8.0,133,5,4,1,3,2,1,0,0,0,21.2,25.0,26.0,106.0,100.0,26.0,166,415,1660,1660,3071,332,830,664,5,1,127,1,5,4,1,1,0,0.733333333333,7
89,0,10,2016-01-01-142,183,5,12,3,178,13,4,3,159,10,7,3,2,8.0,126,2,8.0,126,2,8.0,126,2,0,2,2,0,1,0,0,1,8.0,0.0,20.0,16.0,0.0,40.0,166,415,1660,1660,3071,332,830,664,5,1,139,0,2,0,2,1,0,0.941176470588,2
90,0,11,2016-01-01-46,662,73,13,12,636,107,22,16,668,79,27,7,1,2.0,181,1,2.0,181,1,2.0,181,16,18,18,16,16,17,0,2,1,16.625,25.3777777778,16.5333333333,266.0,456.8,297.6,11205,15189,44239,11620,12865,4399,2573,7055,5,1,43,1,14,17,16,1,0,0.755494505495,16
91,0,11,2016-01-01-58,759,151,57,27,844,166,38,20,727,139,42,25,8,3.0,178,8,3.0,178,8,3.0,178,28,29,30,27,29,29,1,0,1,20.1428571429,19.6310344828,17.9933333333,564.0,569.3,539.8,11205,15189,44239,11620,12865,4399,2573,7055,5,1,55,1,26,25,28,1,0,0.792660550459,38
92,15,11,2016-01-01-70,827,171,51,28,803,166,49,25,725,160,50,34,2,7.0,205,2,6.0,205,2,6.0,205,36,73,52,24,31,27,12,42,25,16.9138888889,16.5095890411,16.9769230769,608.9,1205.2,882.8,11205,15189,44239,11620,12865,4399,2573,7055,5,1,67,0,28,52,45,1,0,0.82793867121,48
93,14,11,2016-01-01-82,746,174,63,44,783,181,44,25,782,148,40,50,2,10.0,232,2,10.0,232,2,10.0,232,70,54,39,32,40,31,38,14,8,15.5242857143,19.6611111111,19.5487179487,1086.7,1061.7,762.4,11205,15189,44239,11620,12865,4399,2573,7055,5,1,79,0,58,53,38,1,0,0.831869510665,39
94,0,11,2016-01-01-94,829,167,48,35,817,166,57,18,779,191,54,34,2,12.0,189,2,12.0,189,9,12.0,189,25,30,30,21,26,29,4,4,1,16.664,16.7966666667,15.64,416.6,503.9,469.2,11205,15189,44239,11620,12865,4399,2573,7055,5,1,91,0,22,25,23,1,0,0.794690265487,53
95,4,11,2016-01-01-106,821,224,73,36,805,246,80,26,828,229,59,32,2,10.0,154,2,11.0,154,2,11.0,154,36,29,35,36,28,33,0,1,2,18.3138888889,21.1034482759,16.1771428571,659.3,612.0,566.2,11205,15189,44239,11620,12865,4399,2573,7055,5,1,103,1,29,27,29,1,0,0.798941798942,87
96,1,11,2016-01-01-118,858,178,44,33,852,181,34,27,881,168,56,33,2,9.0,153,2,9.0,153,2,9.0,153,19,16,25,18,15,24,1,1,1,15.6368421053,26.15625,16.348,297.1,418.5,408.7,11205,15189,44239,11620,12865,4399,2573,7055,5,1,115,0,18,12,21,1,0,0.813627254509,56
97,2,11,2016-01-01-130,832,166,42,29,845,159,37,31,822,147,31,33,2,8.0,133,2,8.0,133,3,8.0,133,23,18,25,21,18,22,2,0,3,28.7043478261,14.4333333333,41.664,660.2,259.8,1041.6,11205,15189,44239,11620,12865,4399,2573,7055,5,1,127,1,16,14,19,1,0,0.844221105528,84
98,0,11,2016-01-01-142,823,76,22,22,863,92,17,18,826,93,24,22,2,8.0,126,2,8.0,126,2,8.0,126,11,14,18,10,13,13,1,1,5,21.0,19.3571428571,17.2222222222,231.0,271.0,310.0,11205,15189,44239,11620,12865,4399,2573,7055,5,1,139,0,8,10,12,1,0,0.798165137615,40
99,3,12,2016-01-01-46,1544,159,38,28,1582,157,35,25,1495,134,25,23,1,2.0,181,1,2.0,181,1,2.0,181,43,39,39,42,39,32,1,0,7,16.3860465116,11.141025641,15.7871794872,704.6,434.5,615.7,27722,33449,55859,118690,36188,19173,133713,30544,5,1,43,1,26,27,28,1,0,0.758064516129,86
100,8,12,2016-01-01-58,1607,285,80,46,1671,293,65,40,1625,313,71,66,8,3.0,178,8,3.0,178,8,3.0,178,92,71,64,90,66,62,2,5,2,13.5086956522,14.4154929577,14.003125,1242.8,1023.5,896.2,27722,33449,55859,118690,36188,19173,133713,30544,5,1,55,1,55,38,38,1,0,0.835487661575,207
101,12,12,2016-01-01-70,1528,319,55,57,1577,328,85,45,1530,367,71,61,2,7.0,205,2,6.0,205,2,6.0,205,135,142,113,106,121,103,29,21,10,15.682962963,12.0647887324,18.8787610619,2117.2,1713.2,2133.3,27722,33449,55859,118690,36188,19173,133713,30544,5,1,67,0,86,78,72,1,0,0.836542767577,248
102,21,12,2016-01-01-82,1557,377,86,54,1514,372,85,48,1557,368,94,37,2,10.0,232,2,10.0,232,2,10.0,232,144,142,117,128,132,109,16,10,8,12.6972222222,14.2598591549,15.5290598291,1828.4,2024.9,1816.9,27722,33449,55859,118690,36188,19173,133713,30544,5,1,79,0,83,79,79,1,0,0.830527926549,347
103,9,12,2016-01-01-94,1447,423,148,89,1451,461,150,84,1433,375,156,94,2,12.0,189,2,12.0,189,9,12.0,189,196,205,140,156,143,125,40,62,15,15.906122449,13.4614634146,17.0157142857,3117.6,2759.6,2382.2,27722,33449,55859,118690,36188,19173,133713,30544,5,1,91,0,127,114,86,1,0,0.813038978958,326
104,6,12,2016-01-01-106,1448,548,208,107,1395,510,164,92,1462,520,175,102,2,10.0,154,2,11.0,154,2,11.0,154,213,206,205,191,192,197,22,14,8,13.40657277,15.9684466019,16.6931707317,2855.6,3289.5,3422.1,27722,33449,55859,118690,36188,19173,133713,30544,5,1,103,1,99,112,133,1,0,0.823971915747,516
105,4,12,2016-01-01-118,1653,388,116,55,1611,377,107,63,1628,369,87,83,2,9.0,153,2,9.0,153,2,9.0,153,123,140,137,118,137,135,5,3,2,12.806504065,17.1628571429,12.1664233577,1575.2,2402.8,1666.8,27722,33449,55859,118690,36188,19173,133713,30544,5,1,115,0,70,81,69,1,0,0.831496062992,324
106,6,12,2016-01-01-130,1752,341,108,84,1670,348,94,67,1655,382,113,49,2,8.0,133,2,8.0,133,3,8.0,133,141,170,182,136,166,176,5,4,6,14.275177305,13.4711764706,14.3203296703,2012.8,2290.1,2606.3,27722,33449,55859,118690,36188,19173,133713,30544,5,1,127,1,86,105,116,1,0,0.825696316262,305
107,5,12,2016-01-01-142,1688,174,41,45,1662,189,72,60,1718,169,84,55,2,8.0,126,2,8.0,126,2,8.0,126,74,70,81,72,68,75,2,2,6,14.7837837838,19.4428571429,16.6049382716,1094.0,1361.0,1345.0,27722,33449,55859,118690,36188,19173,133713,30544,5,1,139,0,50,46,53,1,0,0.810431856422,128
108,1,13,2016-01-01-46,415,23,8,7,418,24,19,8,309,27,4,8,1,2.0,181,1,2.0,181,1,2.0,181,10,13,6,9,11,6,1,2,0,12.2,13.5384615385,13.5,122.0,176.0,81.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,43,1,10,11,6,1,0,0.855263157895,7
109,0,13,2016-01-01-58,509,36,16,21,503,51,17,17,514,55,17,13,8,3.0,178,8,3.0,178,8,3.0,178,17,12,9,17,12,8,0,0,1,12.6470588235,16.8333333333,20.4444444444,215.0,202.0,184.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,55,1,17,10,8,1,0,0.790874524715,19
110,2,13,2016-01-01-70,469,49,13,8,435,65,8,6,459,38,8,8,2,7.0,205,2,6.0,205,2,6.0,205,15,13,19,12,9,18,3,4,1,10.8666666667,18.3076923077,19.6842105263,163.0,238.0,374.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,67,0,13,13,18,1,0,0.785507246377,18
111,5,13,2016-01-01-82,467,64,22,9,515,51,16,15,517,41,15,19,2,10.0,232,2,10.0,232,2,10.0,232,15,24,26,4,15,21,11,9,5,18.2666666667,18.25,14.2692307692,274.0,438.0,371.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,79,0,13,24,24,1,0,0.799373040752,23
112,1,13,2016-01-01-94,490,35,8,6,394,32,8,8,548,34,7,12,2,12.0,189,2,12.0,189,9,12.0,189,11,18,10,11,15,9,0,3,1,9.27272727273,14.6666666667,13.0,102.0,264.0,130.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,91,0,7,16,10,1,0,0.803846153846,30
113,0,13,2016-01-01-106,562,75,17,12,529,54,19,4,519,64,27,11,2,10.0,154,2,11.0,154,2,11.0,154,25,23,20,25,22,20,0,1,0,14.72,13.5217391304,15.95,368.0,311.0,319.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,103,1,18,21,16,1,0,0.776412776413,48
114,0,13,2016-01-01-118,499,36,13,11,531,37,14,22,553,72,13,7,2,9.0,153,2,9.0,153,2,9.0,153,13,13,10,12,12,10,1,1,0,12.5384615385,14.2307692308,10.2,163.0,185.0,102.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,115,0,12,12,9,1,0,0.79359430605,27
115,1,13,2016-01-01-130,450,43,15,5,542,37,22,11,497,27,10,8,2,8.0,133,2,8.0,133,3,8.0,133,10,12,15,9,11,15,1,1,0,19.6,17.25,13.4,196.0,207.0,201.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,127,1,7,11,12,1,0,0.738396624473,44
116,1,13,2016-01-01-142,558,43,15,10,423,30,11,10,442,31,17,3,2,8.0,126,2,8.0,126,2,8.0,126,2,4,9,2,4,8,0,0,1,7.5,10.25,17.4444444444,15.0,41.0,157.0,3901,4316,15521,5478,4565,2241,6972,1162,5,1,139,0,2,3,7,1,0,0.775700934579,18
117,60,14,2016-01-01-46,1210,131,39,27,1142,148,30,22,1022,109,21,36,1,2.0,181,1,2.0,181,1,2.0,181,93,83,77,33,21,12,60,62,65,19.1290322581,23.0662650602,21.1896103896,1779.0,1914.5,1631.6,8383,12782,24651,21912,17347,17845,73953,19090,5,1,43,1,87,82,72,1,0,0.829145728643,77
118,35,14,2016-01-01-58,1451,255,95,42,1479,233,56,71,1444,258,68,55,8,3.0,178,8,3.0,178,8,3.0,178,93,104,108,81,78,87,12,26,21,18.4967741935,20.1038461538,17.3481481481,1720.2,2090.8,1873.6,8383,12782,24651,21912,17347,17845,73953,19090,5,1,55,1,86,94,101,1,0,0.877922077922,156
119,61,14,2016-01-01-70,1364,291,155,89,1334,332,116,64,1331,366,121,70,2,7.0,205,2,6.0,205,2,6.0,205,181,159,125,91,90,66,90,69,59,18.0027624309,14.3823899371,16.6944,3258.5,2286.8,2086.8,8383,12782,24651,21912,17347,17845,73953,19090,5,1,67,0,167,145,112,1,0,0.881270133456,183
120,82,14,2016-01-01-82,1348,298,117,75,1384,309,120,58,1368,337,105,68,2,10.0,232,2,10.0,232,2,10.0,232,179,161,149,79,61,89,100,100,60,12.8156424581,15.1875776398,17.3677852349,2294.0,2445.2,2587.8,8383,12782,24651,21912,17347,17845,73953,19090,5,1,79,0,161,153,133,1,0,0.893569010906,204
121,18,14,2016-01-01-94,1349,261,88,81,1358,269,104,69,1363,292,91,87,2,12.0,189,2,12.0,189,9,12.0,189,152,151,195,72,62,86,80,89,109,17.9263157895,16.1874172185,14.7656410256,2724.8,2444.3,2879.3,8383,12782,24651,21912,17347,17845,73953,19090,5,1,91,0,139,140,176,1,0,0.889968895801,187
122,118,14,2016-01-01-106,1350,388,122,65,1320,378,144,84,1269,347,140,71,2,10.0,154,2,11.0,154,2,11.0,154,248,236,225,115,98,100,133,138,125,15.2197580645,17.5207627119,16.2337777778,3774.5,4134.9,3652.6,8383,12782,24651,21912,17347,17845,73953,19090,5,1,103,1,225,219,214,1,0,0.905397727273,238
123,6,14,2016-01-01-118,1309,296,78,68,1351,343,67,53,1391,304,113,68,2,9.0,153,2,9.0,153,2,9.0,153,64,69,76,59,64,72,5,5,4,21.2703125,41.8869565217,20.1578947368,1361.3,2890.2,1532.0,8383,12782,24651,21912,17347,17845,73953,19090,5,1,115,0,57,64,72,1,0,0.908163265306,185
124,2,14,2016-01-01-130,1400,318,89,37,1475,272,95,45,1464,239,60,47,2,8.0,133,2,8.0,133,3,8.0,133,61,59,74,60,59,73,1,0,1,24.8803278689,24.386440678,17.9081081081,1517.7,1438.8,1325.2,8383,12782,24651,21912,17347,17845,73953,19090,5,1,127,1,57,55,70,1,0,0.869723435226,276
125,1,14,2016-01-01-142,1329,175,35,42,1324,194,35,47,1395,200,52,53,2,8.0,126,2,8.0,126,2,8.0,126,24,26,29,22,23,29,2,3,0,17.7916666667,28.8076923077,20.6896551724,427.0,749.0,600.0,8383,12782,24651,21912,17347,17845,73953,19090,5,1,139,0,20,22,26,1,0,0.909863945578,135
126,0,15,2016-01-01-46,13,0,0,0,10,0,0,0,6,0,2,0,1,2.0,181,1,2.0,181,1,2.0,181,1,0,0,0,0,0,0,0,0,65.0,0.0,0.0,65.0,0.0,0.0,83,166,415,83,415,415,830,0,5,1,43,1,1,0,0,1,0,1.0,0
127,0,15,2016-01-01-58,16,0,0,0,18,0,0,0,11,0,0,0,8,3.0,178,8,3.0,178,8,3.0,178,2,0,0,2,0,0,0,0,0,23.0,0.0,0.0,46.0,0.0,0.0,83,166,415,83,415,415,830,0,5,1,55,1,2,0,0,1,0,0.857142857143,9
128,0,15,2016-01-01-70,16,0,0,0,16,0,0,0,17,3,0,0,2,7.0,205,2,6.0,205,2,6.0,205,1,0,1,1,0,1,0,0,0,26.0,0.0,37.0,26.0,0.0,37.0,83,166,415,83,415,415,830,0,5,1,67,0,1,0,1,1,0,0.75,3
129,0,15,2016-01-01-82,27,0,0,0,16,0,0,0,9,2,0,0,2,10.0,232,2,10.0,232,2,10.0,232,1,2,2,1,2,2,0,0,0,31.0,56.5,26.0,31.0,113.0,52.0,83,166,415,83,415,415,830,0,5,1,79,0,1,2,2,1,0,0.9375,5
130,0,15,2016-01-01-94,18,0,0,0,16,0,0,0,20,0,0,0,2,12.0,189,2,12.0,189,9,12.0,189,4,7,3,0,1,2,1,6,1,25.5,30.0,27.6666666667,102.0,210.0,83.0,83,166,415,83,415,415,830,0,5,1,91,0,4,7,3,1,0,0.771929824561,1
131,0,15,2016-01-01-106,20,0,0,0,14,2,0,0,16,3,0,0,2,10.0,154,2,11.0,154,2,11.0,154,0,4,5,0,2,5,0,2,0,0.0,20.0,40.2,0.0,80.0,201.0,83,166,415,83,415,415,830,0,5,1,103,1,0,4,5,1,0,0.871794871795,2
132,0,15,2016-01-01-118,11,0,0,0,20,0,0,0,18,0,0,0,2,9.0,153,2,9.0,153,2,9.0,153,0,0,2,0,0,0,0,0,0,0.0,0.0,16.0,0.0,0.0,32.0,83,166,415,83,415,415,830,0,5,1,115,0,0,0,2,1,0,1.0,2
133,0,15,2016-01-01-130,21,0,0,0,0,0,0,0,21,1,0,1,2,8.0,133,2,8.0,133,3,8.0,133,1,0,0,1,0,0,0,0,0,28.0,0.0,0.0,28.0,0.0,0.0,83,166,415,83,415,415,830,0,5,1,127,1,1,0,0,1,0,0.5,0
134,0,15,2016-01-01-142,22,0,0,0,15,0,0,0,13,0,0,0,2,8.0,126,2,8.0,126,2,8.0,126,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83,166,415,83,415,415,830,0,5,1,139,0,0,0,0,1,0,-1.0,1
135,5,16,2016-01-01-46,230,41,14,9,223,33,7,7,177,16,9,5,1,2.0,181,1,2.0,181,1,2.0,181,4,5,8,2,5,2,2,0,6,35.5,24.2,40.5,142.0,121.0,324.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,43,1,4,5,8,1,0,0.890410958904,5
136,2,16,2016-01-01-58,313,67,15,13,306,57,19,8,327,45,15,8,8,3.0,178,8,3.0,178,8,3.0,178,16,10,6,12,8,6,4,2,0,27.175,26.65,32.5,434.8,266.5,195.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,55,1,14,8,6,1,0,0.871921182266,16
137,7,16,2016-01-01-70,320,52,13,6,288,47,19,9,300,54,9,6,2,7.0,205,2,6.0,205,2,6.0,205,24,18,15,11,5,6,13,13,9,19.9416666667,30.6555555556,21.6733333333,478.6,551.8,325.1,2324,3652,10458,5312,3320,2075,2988,3071,5,1,67,0,18,16,13,1,0,0.875,21
138,6,16,2016-01-01-82,252,54,22,10,320,49,31,10,342,39,19,20,2,10.0,232,2,10.0,232,2,10.0,232,9,13,12,7,9,10,2,4,2,24.5555555556,19.6076923077,17.9166666667,221.0,254.9,215.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,79,0,9,11,10,1,0,0.854077253219,18
139,0,16,2016-01-01-94,282,60,19,13,253,50,18,15,283,61,18,6,2,12.0,189,2,12.0,189,9,12.0,189,16,12,15,15,9,12,1,3,3,23.75,13.1416666667,15.1066666667,380.0,157.7,226.6,2324,3652,10458,5312,3320,2075,2988,3071,5,1,91,0,14,8,13,1,0,0.890476190476,30
140,1,16,2016-01-01-106,339,56,14,10,317,64,29,14,331,58,18,14,2,10.0,154,2,11.0,154,2,11.0,154,8,13,10,8,12,10,0,1,0,21.35,27.6461538462,26.5,170.8,359.4,265.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,103,1,5,12,8,1,0,0.865612648221,35
141,0,16,2016-01-01-118,355,60,23,23,352,51,23,14,379,55,14,29,2,9.0,153,2,9.0,153,2,9.0,153,10,11,5,10,11,5,0,0,0,20.1,20.2727272727,22.4,201.0,223.0,112.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,115,0,8,10,5,1,0,0.886904761905,21
142,0,16,2016-01-01-130,325,52,21,19,356,72,19,17,333,30,13,7,2,8.0,133,2,8.0,133,3,8.0,133,4,7,5,4,7,5,0,0,0,16.25,18.4285714286,21.8,65.0,129.0,109.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,127,1,3,7,5,1,0,0.861271676301,34
143,0,16,2016-01-01-142,311,31,14,6,290,48,7,8,316,25,7,17,2,8.0,126,2,8.0,126,2,8.0,126,9,8,1,9,8,1,0,0,0,18.5555555556,17.875,27.0,167.0,143.0,27.0,2324,3652,10458,5312,3320,2075,2988,3071,5,1,139,0,9,4,1,1,0,0.94262295082,14
144,0,17,2016-01-01-46,293,20,8,5,315,21,10,5,207,21,9,2,1,2.0,181,1,2.0,181,1,2.0,181,2,4,2,2,4,2,0,0,0,10.5,11.75,9.5,21.0,47.0,19.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,43,1,2,4,2,1,0,0.666666666667,6
145,0,17,2016-01-01-58,339,64,25,7,346,29,18,7,314,38,22,7,8,3.0,178,8,3.0,178,8,3.0,178,3,5,5,1,3,4,2,2,1,41.0,46.4,34.4,123.0,232.0,172.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,55,1,3,5,4,1,0,0.753333333333,5
146,4,17,2016-01-01-70,348,47,16,9,323,41,15,6,341,42,20,9,2,7.0,205,2,6.0,205,2,6.0,205,6,11,5,2,9,5,4,2,0,15.3333333333,16.5454545455,17.4,92.0,182.0,87.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,67,0,6,11,5,1,0,0.763513513514,12
147,0,17,2016-01-01-82,336,60,19,5,334,55,18,5,314,57,14,11,2,10.0,232,2,10.0,232,2,10.0,232,5,5,7,4,3,7,1,2,0,24.4,48.6,15.5714285714,122.0,243.0,109.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,79,0,4,5,6,1,0,0.742331288344,12
148,1,17,2016-01-01-94,336,50,13,4,315,50,18,10,299,51,17,6,2,12.0,189,2,12.0,189,9,12.0,189,6,0,1,6,0,1,0,0,0,11.6666666667,0.0,3.0,70.0,0.0,3.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,91,0,4,0,1,1,0,0.69298245614,16
149,0,17,2016-01-01-106,342,71,21,14,376,75,23,14,357,70,32,9,2,10.0,154,2,11.0,154,2,11.0,154,6,5,7,5,5,7,1,0,0,11.1666666667,25.4,17.2857142857,67.0,127.0,121.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,103,1,6,5,7,1,0,0.75462962963,21
150,0,17,2016-01-01-118,313,49,17,7,344,43,24,8,330,52,24,5,2,9.0,153,2,9.0,153,2,9.0,153,8,6,3,8,6,3,0,0,0,11.0,29.6666666667,19.6666666667,88.0,178.0,59.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,115,0,7,6,3,1,0,0.72602739726,5
151,0,17,2016-01-01-130,366,36,15,13,356,40,21,12,304,38,14,10,2,8.0,133,2,8.0,133,3,8.0,133,4,6,6,4,6,6,0,0,0,41.75,25.3333333333,13.3333333333,167.0,152.0,80.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,127,1,4,6,6,1,0,0.693693693694,11
152,0,17,2016-01-01-142,314,19,7,2,335,14,7,2,304,15,11,1,2,8.0,126,2,8.0,126,2,8.0,126,1,2,1,1,2,1,0,0,0,20.0,8.5,9.0,20.0,17.0,9.0,3320,5810,27639,10209,5395,1494,2490,2905,5,1,139,0,1,2,0,1,0,0.537313432836,7
153,5,18,2016-01-01-46,393,45,13,18,417,71,20,13,383,34,14,9,1,2.0,181,1,2.0,181,1,2.0,181,6,5,7,6,5,5,0,0,2,30.6166666667,24.78,33.3571428571,183.7,123.9,233.5,4897,2822,29216,8715,5893,3320,2324,3237,5,1,43,1,5,5,7,1,0,0.55652173913,6
154,3,18,2016-01-01-58,491,71,21,22,492,65,22,27,390,71,18,11,8,3.0,178,8,3.0,178,8,3.0,178,8,9,8,7,8,8,1,1,0,28.25,30.1666666667,23.5,226.0,271.5,188.0,4897,2822,29216,8715,5893,3320,2324,3237,5,1,55,1,8,8,8,1,0,0.611607142857,4
155,13,18,2016-01-01-70,416,65,21,31,436,52,11,23,446,66,17,40,2,7.0,205,2,6.0,205,2,6.0,205,24,20,20,6,9,7,18,11,13,14.75,17.105,16.8,354.0,342.1,336.0,4897,2822,29216,8715,5893,3320,2324,3237,5,1,67,0,20,20,20,1,0,0.576744186047,9
156,5,18,2016-01-01-82,432,97,33,16,400,60,27,29,437,57,25,24,2,10.0,232,2,10.0,232,2,10.0,232,15,21,11,9,8,8,6,13,3,26.26,31.5380952381,20.6090909091,393.9,662.3,226.7,4897,2822,29216,8715,5893,3320,2324,3237,5,1,79,0,14,21,10,1,0,0.561752988048,14
157,0,18,2016-01-01-94,459,63,19,30,455,86,20,26,440,54,13,13,2,12.0,189,2,12.0,189,9,12.0,189,14,4,6,13,4,5,1,0,1,17.0214285714,37.575,29.2,238.3,150.3,175.2,4897,2822,29216,8715,5893,3320,2324,3237,5,1,91,0,11,4,5,1,0,0.627906976744,11
158,0,18,2016-01-01-106,501,71,38,19,516,114,28,32,520,132,34,23,2,10.0,154,2,11.0,154,2,11.0,154,8,4,7,8,4,7,0,0,0,18.175,19.975,15.8428571429,145.4,79.9,110.9,4897,2822,29216,8715,5893,3320,2324,3237,5,1,103,1,7,4,6,1,0,0.538116591928,20
159,0,18,2016-01-01-118,478,69,18,16,443,128,16,27,469,76,30,22,2,9.0,153,2,9.0,153,2,9.0,153,7,13,18,7,13,14,0,0,4,17.5428571429,19.4384615385,25.4388888889,122.8,252.7,457.9,4897,2822,29216,8715,5893,3320,2324,3237,5,1,115,0,5,11,16,1,0,0.619565217391,19
160,0,18,2016-01-01-130,487,74,16,8,458,79,22,17,455,104,17,19,2,8.0,133,2,8.0,133,3,8.0,133,8,3,6,8,3,5,0,0,1,20.0,27.9,55.0833333333,160.0,83.7,330.5,4897,2822,29216,8715,5893,3320,2324,3237,5,1,127,1,8,2,6,1,0,0.57037037037,15
161,0,18,2016-01-01-142,348,55,22,16,485,59,18,20,444,49,22,11,2,8.0,126,2,8.0,126,2,8.0,126,10,3,1,8,3,1,2,0,0,39.0,47.3333333333,8.0,390.0,142.0,8.0,4897,2822,29216,8715,5893,3320,2324,3237,5,1,139,0,9,3,0,1,0,0.657894736842,10
162,2,19,2016-01-01-46,863,73,40,33,837,85,38,26,816,41,23,26,1,2.0,181,1,2.0,181,1,2.0,181,23,18,17,21,18,17,2,0,0,15.5913043478,12.5333333333,14.3470588235,358.6,225.6,243.9,9711,12035,39093,20418,11205,6308,6474,7968,5,1,43,1,21,17,15,1,0,0.820247933884,44
163,1,19,2016-01-01-58,1057,153,55,32,1018,132,63,39,1040,124,42,30,8,3.0,178,8,3.0,178,8,3.0,178,36,48,45,36,48,45,0,0,0,17.6166666667,17.98125,13.6422222222,634.2,863.1,613.9,9711,12035,39093,20418,11205,6308,6474,7968,5,1,55,1,29,40,35,1,0,0.865735767991,103
164,5,19,2016-01-01-70,985,104,40,18,976,127,40,23,1004,102,34,21,2,7.0,205,2,6.0,205,2,6.0,205,56,68,66,34,39,47,22,29,19,17.9,18.7147058824,14.1681818182,1002.4,1272.6,935.1,9711,12035,39093,20418,11205,6308,6474,7968,5,1,67,0,47,58,50,1,0,0.875,120
